date,month,year,station,ws,wd,air_temp,precip
2009-03-01,3,2009,"ZANZIBAR, TZ",2.2007648183556405,138.03333333333333,27.849045801526717,6.344444444444444
2009-03-01,3,2009,"TANGA, TZ",0.75,320,27.5,NA
2009-03-01,3,2009,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",2.2411184210526316,114.95238095238095,27.56389351081531,8.30952380952381
2009-03-01,3,2009,"PEMBA, TZ",1.3,360,29,NA
2009-04-01,4,2009,"MTWARA, TZ",6.338127090301003,170.27681660899654,27.64765100671141,9.25
2009-04-01,4,2009,"ZANZIBAR, TZ",3.347457627118644,161.49484536082474,27.322832980972517,20.666666666666664
2009-04-01,4,2009,"TANGA, TZ",3.1,230,27,NA
2009-04-01,4,2009,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",2.5346153846153845,158.91156462585033,26.39284332688588,13.706349206349206
2009-04-01,4,2009,"PEMBA, TZ",4.1,120,27,NA
2009-05-01,5,2009,"MTWARA, TZ",5.684868421052632,161.5489749430524,25.76017699115044,12.166666666666666
2009-05-01,5,2009,"ZANZIBAR, TZ",3.484870848708487,153.5886214442013,26.68761552680222,15.166666666666668
2009-05-01,5,2009,"TANGA, TZ",2.6,240,NA,NA
2009-05-01,5,2009,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",2.44274322169059,156.3013698630137,25.74408945686901,7.53030303030303
2009-05-01,5,2009,"PEMBA, TZ",NA,NA,NA,NA
2009-06-01,6,2009,"MTWARA, TZ",5.907494646680942,158.68303571428572,25.498504273504274,99.83333333333333
2009-06-01,6,2009,"ZANZIBAR, TZ",3.8489208633093526,145.55555555555554,26.014183123877917,5.976190476190476
2009-06-01,6,2009,"TANGA, TZ",3.433333333333333,186.66666666666666,25.333333333333332,NA
2009-06-01,6,2009,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.040162601626016,154.13793103448276,25.248196721311476,0.6666666666666667
2009-06-01,6,2009,"PEMBA, TZ",2.55,160,25,NA
2009-07-01,7,2009,"MTWARA, TZ",6.602813852813853,157.1783295711061,24.816450216450217,NA
2009-07-01,7,2009,"ZANZIBAR, TZ",4.63839590443686,145.03891050583658,25.171746575342464,2.033333333333333
2009-07-01,7,2009,"TANGA, TZ",2.3,205,22.25,NA
2009-07-01,7,2009,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.493220338983051,160.27196652719664,24.026086956521738,0.5555555555555556
2009-07-01,7,2009,"PEMBA, TZ",NA,NA,NA,NA
2009-08-01,8,2009,"MTWARA, TZ",5.554158607350097,142.9247311827957,24.46504854368932,3.5555555555555554
2009-08-01,8,2009,"ZANZIBAR, TZ",3.9297734627831713,139.2798353909465,25.018093699515347,2.111111111111111
2009-08-01,8,2009,"TANGA, TZ",0,NA,22,NA
2009-08-01,8,2009,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",2.98328173374613,134.28217821782178,24.1904468412943,3.388888888888889
2009-08-01,8,2009,"PEMBA, TZ",NA,NA,NA,NA
2009-09-01,9,2009,"MTWARA, TZ",4.211088709677419,108.76513317191284,24.89496981891348,0
2009-09-01,9,2009,"ZANZIBAR, TZ",3.6872909698996654,136.97459584295612,25.615806988352745,0
2009-09-01,9,2009,"TANGA, TZ",NA,NA,NA,NA
2009-09-01,9,2009,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.192568659127625,112.32445520581113,25.006902086677368,1.6666666666666667
2009-09-01,9,2009,"PEMBA, TZ",NA,NA,NA,NA
2009-10-01,10,2009,"MTWARA, TZ",4.155787037037037,90.47477744807121,26.059815242494228,33.666666666666664
2009-10-01,10,2009,"ZANZIBAR, TZ",3.7329787234042553,129.8090692124105,26.552548330404218,2.574074074074074
2009-10-01,10,2009,"TANGA, TZ",NA,NA,NA,NA
2009-10-01,10,2009,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.595093062605753,105.87006960556845,26.46570945945946,5.918367346938775
2009-10-01,10,2009,"PEMBA, TZ",2.05,130,25.5,NA
2009-11-01,11,2009,"MTWARA, TZ",4.341258741258741,129.33333333333334,27.398364485981308,6.972222222222222
2009-11-01,11,2009,"ZANZIBAR, TZ",2.5956340956340958,137.59075907590758,27.35093555093555,26.53825136612022
2009-11-01,11,2009,"TANGA, TZ",0,NA,25,NA
2009-11-01,11,2009,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.8212280701754384,80.06912442396313,27.63905429071804,2.75
2009-11-01,11,2009,"PEMBA, TZ",0,NA,25,NA
2009-12-01,12,2009,"MTWARA, TZ",3.968926553672316,147.54098360655738,27.925568181818182,-0.5357142857142864
2009-12-01,12,2009,"ZANZIBAR, TZ",2.3390532544378697,137.75510204081633,27.875449101796406,8.575949367088608
2009-12-01,12,2009,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.9190332326283985,103.30841121495327,28.533333333333335,10.714285714285714
2010-01-01,1,2010,"MTWARA, TZ",5.926086956521739,311.87919463087246,27.321518987341772,26.166666666666668
2010-01-01,1,2010,"ZANZIBAR, TZ",4.470434782608695,181.6,28.423478260869565,0.8333333333333334
2010-01-01,1,2010,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",5.48513986013986,155.77898550724638,28.396347826086956,0.125
2010-02-01,2,2010,"MTWARA, TZ",3.4101604278074866,191.8253968253968,27.294505494505493,21.50966183574879
2010-02-01,2,2010,"ZANZIBAR, TZ",3.716030534351145,160.4950495049505,29.36846153846154,3.9147286821705425
2010-02-01,2,2010,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",4.346690518783542,120.08421052631579,29.030341113105926,23.444444444444443
2010-03-01,3,2010,"MTWARA, TZ",4.0702127659574465,251.94174757281553,27.74326241134752,34.77777777777778
2010-03-01,3,2010,"ZANZIBAR, TZ",3.229230769230769,151.57303370786516,29.0984496124031,-1.710526315789474
2010-03-01,3,2010,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.8101214574898785,119.04761904761904,28.773939393939393,10.041666666666666
2010-04-01,4,2010,"MTWARA, TZ",3.69136690647482,161.8918918918919,26.548550724637682,25.865591397849464
2010-04-01,4,2010,"ZANZIBAR, TZ",2.9055555555555554,150.36036036036035,27.42206896551724,3.935185185185185
2010-04-01,4,2010,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",2.5757437070938214,163.33333333333331,27.03440366972477,8.08273381294964
2010-05-01,5,2010,"MTWARA, TZ",4.424242424242424,156.42857142857144,25.506060606060608,6.833333333333333
2010-05-01,5,2010,"ZANZIBAR, TZ",3.6852941176470586,166.33333333333334,26.46969696969697,2.3958333333333335
2010-05-01,5,2010,"TANGA, TZ",0,NA,25,0
2010-05-01,5,2010,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.1704081632653063,170.85365853658536,26.044897959183672,2.9583333333333335
2010-06-01,6,2010,"MTWARA, TZ",6.627477477477478,171.64383561643837,24.5472972972973,6.75
2010-06-01,6,2010,"ZANZIBAR, TZ",5.577272727272727,151.54929577464787,26.231363636363636,5.071428571428572
2010-06-01,6,2010,"TANGA, TZ",NA,NA,NA,NA
2010-06-01,6,2010,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.9721804511278194,173.08357348703169,25.20671641791045,0.6779661016949153
2010-06-01,6,2010,"PEMBA, TZ",5.1,150,26.2,NA
2010-07-01,7,2010,"MTWARA, TZ",6.90156862745098,168.08,24.080155642023346,3.3333333333333335
2010-07-01,7,2010,"ZANZIBAR, TZ",5.72319391634981,152.64591439688715,25.733206106870227,NA
2010-07-01,7,2010,"TANGA, TZ",NA,NA,NA,NA
2010-07-01,7,2010,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",4.095652173913043,173.5691318327974,24.095114942528735,3.1599999999999997
2010-07-01,7,2010,"PEMBA, TZ",NA,NA,NA,NA
2010-08-01,8,2010,"MTWARA, TZ",6.265753424657534,157.1917808219178,24.70952380952381,83.25
2010-08-01,8,2010,"ZANZIBAR, TZ",4.7608391608391605,138.88,25.68881118881119,NA
2010-08-01,8,2010,"TANGA, TZ",NA,NA,NA,NA
2010-08-01,8,2010,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.650952380952381,145.2941176470588,25.09617224880383,4.25
2010-08-01,8,2010,"PEMBA, TZ",NA,NA,NA,NA
2010-09-01,9,2010,"MTWARA, TZ",5.3812154696132595,127.18849840255591,25.00826446280992,0
2010-09-01,9,2010,"ZANZIBAR, TZ",4.365027322404371,135.7876712328767,25.641144414168938,1.793939393939394
2010-09-01,9,2010,"TANGA, TZ",NA,NA,NA,NA
2010-09-01,9,2010,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.247858472998138,137.10455764075067,24.831529850746268,6.148148148148148
2010-09-01,9,2010,"PEMBA, TZ",NA,NA,NA,NA
2010-10-01,10,2010,"MTWARA, TZ",4.317272727272727,94.62809917355372,26.13524096385542,5
2010-10-01,10,2010,"ZANZIBAR, TZ",3.3932065217391303,123.53174603174602,26.29081081081081,10
2010-10-01,10,2010,"TANGA, TZ",NA,NA,NA,NA
2010-10-01,10,2010,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.4990521327014217,90.5050505050505,26.532066508313537,1.6666666666666667
2010-10-01,10,2010,"PEMBA, TZ",NA,NA,NA,NA
2010-11-01,11,2010,"MTWARA, TZ",4.510537190082645,89.01515151515152,27.42706611570248,5.083333333333333
2010-11-01,11,2010,"ZANZIBAR, TZ",2.6083984375,115.35816618911174,27.058708414872797,10.453703703703704
2010-11-01,11,2010,"TANGA, TZ",5.4,150,28.5,NA
2010-11-01,11,2010,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.5378521126760565,81.63507109004739,27.492416225749558,8.69047619047619
2010-11-01,11,2010,"PEMBA, TZ",0,NA,27,NA
2010-12-01,12,2010,"MTWARA, TZ",4.949897750511248,185.25798525798524,27.94753086419753,17.416666666666668
2010-12-01,12,2010,"ZANZIBAR, TZ",2.8324324324324324,138.12680115273776,27.855019305019304,11.297619047619047
2010-12-01,12,2010,"TANGA, TZ",NA,NA,NA,NA
2010-12-01,12,2010,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",4.061524822695035,90.70967741935483,28.030105633802815,22.125
2010-12-01,12,2010,"PEMBA, TZ",6.2,200,27,NA
2011-01-01,1,2011,"MTWARA, TZ",5.672035794183445,248.78453038674033,28.285523385300667,22.77777777777778
2011-01-01,1,2011,"ZANZIBAR, TZ",3.7171945701357467,155.13353115727003,28.504298642533936,8.314814814814815
2011-01-01,1,2011,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",4.907635009310987,129.01673640167363,28.734392523364487,0.4166666666666667
2011-01-01,1,2011,"PEMBA, TZ",NA,NA,NA,NA
2011-02-01,2,2011,"MTWARA, TZ",4.5562076749435665,264.1847826086956,26.78629213483146,21.21212121212121
2011-02-01,2,2011,"ZANZIBAR, TZ",3.4916666666666667,195.69767441860463,28.705095541401274,NA
2011-02-01,2,2011,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",4.372186836518047,166.075,28.52987288135593,NA
2011-03-01,3,2011,"MTWARA, TZ",3.3408203125,188.22916666666666,26.665753424657535,10.088888888888889
2011-03-01,3,2011,"ZANZIBAR, TZ",2.7304761904761903,146.4689265536723,28.59375,4.125
2011-03-01,3,2011,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",2.5707317073170732,142.32415902140673,27.878809106830122,0.9166666666666667
2011-04-01,4,2011,"MTWARA, TZ",4.363761467889908,174.67362924281983,26.598627002288328,6.085714285714285
2011-04-01,4,2011,"ZANZIBAR, TZ",2.7751063829787235,158.88571428571427,27.363675213675215,18.56989247311828
2011-04-01,4,2011,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",2.4134831460674158,167.50759878419453,26.386981132075473,9.976923076923077
2011-04-01,4,2011,"PEMBA, TZ",4.1,180,27,NA
2011-05-01,5,2011,"MTWARA, TZ",4.988824662813102,182.75423728813558,25.74942084942085,10.083333333333334
2011-05-01,5,2011,"ZANZIBAR, TZ",3.1609271523178806,156.03030303030303,26.709933774834436,10.5
2011-05-01,5,2011,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",2.8865671641791044,165.807962529274,25.895174708818637,2.549618320610687
2011-05-01,5,2011,"PEMBA, TZ",NA,NA,NA,NA
2011-06-01,6,2011,"MTWARA, TZ",5.274688796680498,197.7200902934537,24.562886597938146,2.8333333333333335
2011-06-01,6,2011,"ZANZIBAR, TZ",3.936734693877551,146.9304556354916,26.095296523517383,6.083333333333333
2011-06-01,6,2011,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",2.876677852348993,162.35148514851485,24.84731543624161,5.083333333333333
2011-06-01,6,2011,"PEMBA, TZ",NA,NA,NA,NA
2011-07-01,7,2011,"MTWARA, TZ",6.474259681093394,200.65116279069767,23.882086167800452,NA
2011-07-01,7,2011,"ZANZIBAR, TZ",5.088069414316703,145.8095238095238,25.83101952277657,NA
2011-07-01,7,2011,"TANGA, TZ",4.9,145,26.5,NA
2011-07-01,7,2011,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.7383795309168444,165.0958904109589,24.21,16.5
2011-07-01,7,2011,"PEMBA, TZ",6.2,140,25,NA
2011-08-01,8,2011,"MTWARA, TZ",6.419144602851324,194.75,24.317479674796747,1.3333333333333333
2011-08-01,8,2011,"ZANZIBAR, TZ",4.583858998144712,144.41558441558442,25.48903345724907,7.777777777777778
2011-08-01,8,2011,"TANGA, TZ",3.1,170,28,NA
2011-08-01,8,2011,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.446129541864139,149.62637362637363,24.060917721518987,2.5277777777777777
2011-08-01,8,2011,"PEMBA, TZ",NA,NA,NA,NA
2011-09-01,9,2011,"MTWARA, TZ",5.358666666666666,160,25.316114790286974,11.625
2011-09-01,9,2011,"ZANZIBAR, TZ",4.9963203463203465,152.60981912144703,26.295652173913044,27.777777777777775
2011-09-01,9,2011,"TANGA, TZ",NA,NA,NA,NA
2011-09-01,9,2011,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.4080672268907564,131.3126491646778,24.979089376053963,12.395833333333334
2011-09-01,9,2011,"PEMBA, TZ",NA,NA,NA,NA
2011-10-01,10,2011,"MTWARA, TZ",4.843531827515401,107.16981132075472,25.847755102040818,2.0833333333333335
2011-10-01,10,2011,"ZANZIBAR, TZ",4.452566735112936,147.98994974874373,26.365488565488565,16.90740740740741
2011-10-01,10,2011,"TANGA, TZ",NA,NA,NA,NA
2011-10-01,10,2011,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.309642301710731,112.7313769751693,25.79829721362229,2.9555555555555557
2011-10-01,10,2011,"PEMBA, TZ",NA,NA,NA,NA
2011-11-01,11,2011,"MTWARA, TZ",4.553614457831325,103.64341085271317,27.596613545816734,21.36111111111111
2011-11-01,11,2011,"ZANZIBAR, TZ",3.0125799573560768,148.2108626198083,26.887234042553192,26.008333333333333
2011-11-01,11,2011,"TANGA, TZ",NA,NA,NA,NA
2011-11-01,11,2011,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",2.6572607260726073,107.74011299435028,26.765897858319605,43.98717948717949
2011-11-01,11,2011,"PEMBA, TZ",NA,NA,NA,NA
2011-12-01,12,2011,"MTWARA, TZ",4.393139293139293,122.1774193548387,27.090946502057612,11.785714285714286
2011-12-01,12,2011,"ZANZIBAR, TZ",3.2951167728237793,130.27863777089783,28.057112526539278,7.812206572769953
2011-12-01,12,2011,"TANGA, TZ",6.2,20,31.6,NA
2011-12-01,12,2011,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.74264943457189,126.78004535147392,27.330818619582665,19.3125
2011-12-01,12,2011,"PEMBA, TZ",6.2,10,30.5,NA
2012-01-01,1,2012,"MTWARA, TZ",6.956,165.64516129032256,27.020666666666667,8.075757575757576
2012-01-01,1,2012,"ZANZIBAR, TZ",5.191146881287726,127.71889400921658,28.50823293172691,0
2012-01-01,1,2012,"TANGA, TZ",NA,NA,NA,NA
2012-01-01,1,2012,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",5.954545454545454,147.99313893653516,27.980427631578948,1.6666666666666667
2012-01-01,1,2012,"PEMBA, TZ",NA,NA,NA,NA
2012-02-01,2,2012,"MTWARA, TZ",5.863541666666666,132.16470588235293,27.725363825363825,13.928571428571429
2012-02-01,2,2012,"ZANZIBAR, TZ",4.2907142857142855,130.48484848484847,28.416824644549763,2.5
2012-02-01,2,2012,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",5.1963478260869564,115.59055118110236,27.967590987868284,1.6666666666666667
2012-03-01,3,2012,"MTWARA, TZ",3.632701421800948,186.9753086419753,26.65224586288416,9.875
2012-03-01,3,2012,"ZANZIBAR, TZ",2.884964200477327,170.94736842105263,28.28329355608592,14.5
2012-03-01,3,2012,"TANGA, TZ",4.1,59.99999999999999,32,NA
2012-03-01,3,2012,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.174642857142857,144.8849104859335,27.724865831842575,3.7121212121212124
2012-03-01,3,2012,"PEMBA, TZ",3.6,90,32,NA
2012-04-01,4,2012,"MTWARA, TZ",5.719347826086956,207.37704918032784,26.309110629067245,3.765625
2012-04-01,4,2012,"ZANZIBAR, TZ",4.4974537037037035,176.39473684210526,27.466666666666665,15.276315789473685
2012-04-01,4,2012,"TANGA, TZ",6.95,180,29,NA
2012-04-01,4,2012,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",2.8354359925788497,165.52777777777777,26.25830258302583,11.754901960784313
2012-04-01,4,2012,"PEMBA, TZ",6.45,175,28,NA
2012-05-01,5,2012,"MTWARA, TZ",6.7477611940298505,205.51122194513715,25.38532338308458,3.0277777777777777
2012-05-01,5,2012,"ZANZIBAR, TZ",4.863456790123457,174.03100775193798,26.30344827586207,11.161458333333334
2012-05-01,5,2012,"TANGA, TZ",5.2,172.85714285714286,28.428571428571427,NA
2012-05-01,5,2012,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.717441860465116,178.78481012658227,25.06157112526539,4.578313253012048
2012-05-01,5,2012,"PEMBA, TZ",5.3,165,27.5,NA
2012-06-01,6,2012,"MTWARA, TZ",6.496649484536083,201.49863760217983,24.63650385604113,1
2012-06-01,6,2012,"ZANZIBAR, TZ",4.886711711711712,165.21410579345087,25.878523489932885,2.9166666666666665
2012-06-01,6,2012,"TANGA, TZ",NA,NA,NA,NA
2012-06-01,6,2012,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.626609442060086,167.78393351800554,24.457883369330453,0
2012-06-01,6,2012,"PEMBA, TZ",NA,NA,NA,NA
2012-07-01,7,2012,"MTWARA, TZ",6.755154639175258,200,24.628865979381445,0.6666666666666666
2012-07-01,7,2012,"ZANZIBAR, TZ",5.463169642857143,165,25.59689578713969,0.8333333333333334
2012-07-01,7,2012,"TANGA, TZ",NA,NA,NA,NA
2012-07-01,7,2012,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.954382470119522,166.05839416058393,23.917137096774194,0.5555555555555556
2012-07-01,7,2012,"PEMBA, TZ",NA,NA,NA,NA
2012-08-01,8,2012,"MTWARA, TZ",5.425936599423631,176.54654654654655,24.453468208092485,2.1666666666666665
2012-08-01,8,2012,"ZANZIBAR, TZ",4.494206549118388,157.16463414634146,25.472979797979797,2.6133333333333333
2012-08-01,8,2012,"TANGA, TZ",2.9333333333333336,243.3333333333333,21.333333333333332,NA
2012-08-01,8,2012,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.5158924205378974,146.05095541401275,24.523716381418094,2.8010752688172045
2012-08-01,8,2012,"PEMBA, TZ",NA,NA,NA,NA
2012-09-01,9,2012,"MTWARA, TZ",4.406117021276596,140,25.181432360742704,1.6666666666666667
2012-09-01,9,2012,"ZANZIBAR, TZ",4.012056737588653,150.46728971962617,25.93404255319149,23.862745098039216
2012-09-01,9,2012,"TANGA, TZ",NA,NA,NA,NA
2012-09-01,9,2012,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.2115468409586057,112.23367697594502,25.006739130434784,0.3125
2012-09-01,9,2012,"PEMBA, TZ",NA,NA,NA,NA
2012-10-01,10,2012,"MTWARA, TZ",4.163505747126437,113.46153846153845,26.3066091954023,10.833333333333332
2012-10-01,10,2012,"ZANZIBAR, TZ",3.8844444444444446,137.58389261744966,26.78148148148148,2.3
2012-10-01,10,2012,"TANGA, TZ",NA,NA,NA,NA
2012-10-01,10,2012,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.366733870967742,95.21739130434783,26.374898785425103,0
2012-10-01,10,2012,"PEMBA, TZ",NA,NA,NA,NA
2012-11-01,11,2012,"MTWARA, TZ",4.1732530120481925,119.2156862745098,27.628743961352658,4.25
2012-11-01,11,2012,"ZANZIBAR, TZ",2.827765726681128,140.40677966101694,27.343722943722945,39.8939393939394
2012-11-01,11,2012,"TANGA, TZ",1.4090909090909092,164,26.181818181818183,NA
2012-11-01,11,2012,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",2.927016885553471,97.8735632183908,27.080337078651684,20.703703703703702
2012-11-01,11,2012,"PEMBA, TZ",1.7076923076923076,104.28571428571429,26.46153846153846,NA
2012-12-01,12,2012,"MTWARA, TZ",3.911111111111111,108.31360946745562,28.242268041237114,9.119047619047619
2012-12-01,12,2012,"ZANZIBAR, TZ",2.5543362831858407,132.5679758308157,27.93356890459364,6.222222222222222
2012-12-01,12,2012,"TANGA, TZ",2.5272727272727273,95,27,NA
2012-12-01,12,2012,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.4450657894736842,107.40088105726872,28.021947194719473,4.5606060606060606
2012-12-01,12,2012,"PEMBA, TZ",3.0857142857142854,75,28,NA
2013-01-01,1,2013,"MTWARA, TZ",5.349425287356322,105.53191489361701,27.725057471264368,12.76829268292683
2013-01-01,1,2013,"ZANZIBAR, TZ",4.009496124031008,116.24040920716112,28.503495145631067,27.037037037037038
2013-01-01,1,2013,"TANGA, TZ",8.2,29.999999999999996,27,NA
2013-01-01,1,2013,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",5.025468164794008,107.4375,28.461940298507464,12.61111111111111
2013-01-01,1,2013,"PEMBA, TZ",5.1,43.33333333333333,27.566666666666666,NA
2013-02-01,2,2013,"MTWARA, TZ",5.120855614973262,102.74193548387096,27.501072386058983,1.569767441860465
2013-02-01,2,2013,"ZANZIBAR, TZ",4.15,122.70358306188925,29.10438144329897,NA
2013-02-01,2,2013,"TANGA, TZ",3.0090909090909093,214.44444444444443,26.454545454545453,NA
2013-02-01,2,2013,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",5.68498789346247,107.41854636591478,29.01515892420538,0
2013-02-01,2,2013,"PEMBA, TZ",2.56,33.33333333333333,26.6,NA
2013-03-01,3,2013,"MTWARA, TZ",4.280833333333333,182.76923076923075,27.311666666666667,15.546296296296296
2013-03-01,3,2013,"ZANZIBAR, TZ",2.9425661914460286,170.05763688760806,27.95234215885947,17.22222222222222
2013-03-01,3,2013,"TANGA, TZ",1.96,199.99999999999994,27.4,NA
2013-03-01,3,2013,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",2.7505597014925374,165.0835322195704,27.241165413533835,13.833333333333334
2013-03-01,3,2013,"PEMBA, TZ",3,124.00000000000001,28.142857142857142,NA
2013-04-01,4,2013,"MTWARA, TZ",5.18963282937365,198.37037037037035,27.226406926406927,6.84180790960452
2013-04-01,4,2013,"ZANZIBAR, TZ",3.5639921722113503,173.61858190709046,27.88203125,3.2012987012987013
2013-04-01,4,2013,"TANGA, TZ",1.619047619047619,224.28571428571425,26.285714285714285,NA
2013-04-01,4,2013,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.1370567375886527,168.45991561181435,26.838998211091234,3.862903225806452
2013-04-01,4,2013,"PEMBA, TZ",1.44,204.99999999999997,26.2,NA
2013-05-01,5,2013,"MTWARA, TZ",6.152054794520548,182.11224921836683,26.074559686888453,5
2013-05-01,5,2013,"ZANZIBAR, TZ",4.297878228782288,171.5524625267666,26.709796672828094,4.9282407407407405
2013-05-01,5,2013,"TANGA, TZ",2.7928571428571427,186.66666666666666,25,NA
2013-05-01,5,2013,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.761624203821656,172.85851988030038,25.70279552715655,5.357142857142857
2013-05-01,5,2013,"PEMBA, TZ",3.6,176.66666666666666,26.1,NA
2013-06-01,6,2013,"MTWARA, TZ",6.197807933194155,168.23281952991283,24.524004192872116,0.25
2013-06-01,6,2013,"ZANZIBAR, TZ",5.608643326039387,168.2968561603386,26.058333333333334,0
2013-06-01,6,2013,"TANGA, TZ",2.54,207.33333333333331,23.733333333333334,NA
2013-06-01,6,2013,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",4.044280442804428,170.2359388120669,24.641666666666666,0.6666666666666666
2013-06-01,6,2013,"PEMBA, TZ",4.7,160,25.166666666666668,NA
2013-07-01,7,2013,"MTWARA, TZ",6.2765377855887525,145.2601181166749,24.330843585237258,NA
2013-07-01,7,2013,"ZANZIBAR, TZ",5.390476190476191,161.31220704792926,25.262615101289136,2.9629629629629632
2013-07-01,7,2013,"TANGA, TZ",1.41875,222.85714285714283,23.75,NA
2013-07-01,7,2013,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",4.231895093062605,168.2641036499218,24.129695431472083,1.1666666666666667
2013-07-01,7,2013,"PEMBA, TZ",3.3923076923076922,146.36363636363637,24.692307692307693,NA
2013-08-01,8,2013,"MTWARA, TZ",5.243474576271186,131.1902763142351,24.040816326530614,0
2013-08-01,8,2013,"ZANZIBAR, TZ",4.1625,145.5161379892084,24.97170731707317,3.1212121212121215
2013-08-01,8,2013,"TANGA, TZ",2.06,164,23.5,NA
2013-08-01,8,2013,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.7571993670886075,138.83194115932702,24.285182250396197,0.625
2013-08-01,8,2013,"PEMBA, TZ",4.364285714285714,136.92307692307693,24.785714285714285,NA
2013-09-01,9,2013,"MTWARA, TZ",4.175531914893617,111.41097470711618,24.988229571984437,10
2013-09-01,9,2013,"ZANZIBAR, TZ",4.054181494661922,144.53358763906115,25.823392857142856,0.6666666666666667
2013-09-01,9,2013,"TANGA, TZ",1.3185185185185184,155,23.555555555555557,NA
2013-09-01,9,2013,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.8221453287197233,124.64159935036047,25.21831597222222,0
2013-09-01,9,2013,"PEMBA, TZ",2.096296296296296,128.75,24.444444444444443,NA
2013-10-01,10,2013,"MTWARA, TZ",4.080968858131488,120.12938638796119,25.650259515570934,28.166666666666664
2013-10-01,10,2013,"ZANZIBAR, TZ",3.872742474916388,147.3022188970393,26.487479131886477,3.641975308641975
2013-10-01,10,2013,"TANGA, TZ",0.468,142.85714285714286,23.68,NA
2013-10-01,10,2013,"MWALIMU JULIUS K NYERERE INTERNATIONAL, TZ",3.6836477987421383,130.50282820856015,26.10229793977813,1.8888888888888888
2013-10-01,10,2013,"PEMBA, TZ",3.1333333333333333,132.66666666666666,25.6,NA
2013-11-01,11,2013,"MTWARA, TZ",3.9981967213114755,101.92025613848914,27.194654605263157,0.46296296296296297
2013-11-01,11,2013,"ZANZIBAR, TZ",2.600892857142857,140.3118430647194,27.06030844155844,19.424603174603174
2013-11-01,11,2013,"TANGA, TZ",1.1166666666666667,135,24.333333333333332,NA
